"id","commodity__sid","commodity__code","commodity__suffix","commodity__description","commodity__validity_start","commodity__validity_end","parent__sid","parent__code","parent__suffix"
11935,107836,"3827510010","80","R508A (containing 61% of hexafluoroethane (perfluoroethane) (PFC-116) and 39% of trifluoromethane (fluoroform) (HFC-23))","2022-01-01","#NA",107702,"3827510000","80"
11936,107742,"3827510020","80","R508B (containing 54|% of hexafluoroethane (perfluoroethane) (PFC-116) and 46|% of trifluoromethane (fluoroform) (HFC-23))","2022-01-01","#NA",107702,"3827510000","80"
11937,107745,"3827510090","80","Other","2022-01-01","#NA",107702,"3827510000","80"
11938,107703,"3827590000","80","Other","2022-01-01","#NA",107701,"3827510000","10"
11939,107704,"3827610000","10","Containing other hydrofluorocarbons (HFCs) but not containing chlorofluorocarbons (CFCs) or hydrochlorofluorocarbons (HCFCs)","2022-01-01","#NA",107687,"3827000000","80"
11940,107705,"3827610000","80","Containing 15|% or more by mass of 1,1,1-trifluoroethane (HFC-143a)","2022-01-01","#NA",107704,"3827610000","10"
11941,107783,"3827610010","80","R507A (containing 50|% pentafluoroethane (HFC-125) and 50|% of 1,1,1-trifluoroethane (HFC-143a))","2022-01-01","#NA",107705,"3827610000","80"
11942,107788,"3827610020","80","R404A (containing 52|% of 1,1,1-trifluoroethane (HFC-143a), 44|% of pentafluoroethane (HFC-125) and 4|% of 1,1,1,2-tetrafluoroethane (HFC-134a))","2022-01-01","#NA",107705,"3827610000","80"
11943,107790,"3827610090","80","Other","2022-01-01","#NA",107705,"3827610000","80"
11944,107706,"3827620000","80","Other, not included in the subheading above, containing 55|% or more by mass of pentafluoroethane (HFC- 125) but not containing unsaturated fluorinated derivatives of acyclic hydrocarbons (HFOs)","2022-01-01","#NA",107704,"3827610000","10"
11945,107791,"3827620010","80","Containing only 1,1,1-trifluoroethane and pentafluoroethane","2022-01-01","#NA",107706,"3827620000","80"
11946,107792,"3827620020","80","Containing only 1,1,1-trifluoroethane, pentafluoroethane and 1,1,1,2-tetrafluoroethane","2022-01-01","#NA",107706,"3827620000","80"
11947,107793,"3827620030","80","Containing only difluoromethane and pentafluoroethane","2022-01-01","#NA",107706,"3827620000","80"
11948,107794,"3827620040","80","Containing only difluoromethane and pentafluoroethane and 1,1,1,2-tetrafluoroethane","2022-01-01","#NA",107706,"3827620000","80"
11949,107795,"3827620050","10","Other","2022-01-01","#NA",107706,"3827620000","80"
11950,107796,"3827620050","80","R422D (containing 65,1|% of pentafluoroethane (HFC-125), 31,5|% of 1,1,1,2-tetrafluoroethane (HFC-134a) and 3,4|% of isobutane)","2022-01-01","#NA",107795,"3827620050","10"
11951,107797,"3827620060","80","R419A (containing 77|% of pentafluoroethane (HFC-125), 19|% of 1,1,1,2-tetrafluoroethane (HFC-134a), and 4|% of dimethyl ether (R-E170))","2022-01-01","#NA",107795,"3827620050","10"
11952,107798,"3827620090","80","Other","2022-01-01","#NA",107795,"3827620050","10"
11953,107707,"3827630000","80","Other, not included in the subheadings above, containing 40|% or more by mass of pentafluoroethane (HFC-125)","2022-01-01","#NA",107704,"3827610000","10"
11954,107841,"3827630010","80","Containing only 1,1,1-trifluoroethane and pentafluoroethane","2022-01-01","#NA",107707,"3827630000","80"
11955,107842,"3827630015","80","Containing only 1,1,1-trifluoroethane, pentafluoroethane and 1,1,1,2-tetrafluoroethane","2022-01-01","#NA",107707,"3827630000","80"
11956,107844,"3827630020","10","Containing only difluoromethane and pentafluoroethane","2022-01-01","#NA",107707,"3827630000","80"
11957,107846,"3827630020","80","R410A (containing 50% of pentafluoroethane (HFC-125) and 50% of difluoromethane (HFC-32))","2022-01-01","#NA",107844,"3827630020","10"
11958,107803,"3827630029","80","Other","2022-01-01","#NA",107844,"3827630020","10"
11959,107847,"3827630030","10","Containing only difluoromethane, pentafluoroethane and 1,1,1,2-tetrafluoroethane","2022-01-01","#NA",107707,"3827630000","80"
11960,107848,"3827630030","80","R407A (containing 40% of pentafluoroethane (HFC-125), 40% of 1,1,1,2-tetrafluoroethane (HFC-134a) and 20% of difluoromethane (HFC-32))","2022-01-01","#NA",107847,"3827630030","10"
11961,107806,"3827630039","80","Other","2022-01-01","#NA",107847,"3827630030","10"
11962,107849,"3827630040","10","Containing unsaturated hydrofluorocarbons","2022-01-01","#NA",107707,"3827630000","80"
11963,107852,"3827630040","80","R452A (containing 59% of pentafluoroethane (HFC-125), 30% of 2,3,3,3-tetrafluoropropene (HFC-1234yf) and 11% of difluoromethane (HFC-32))","2022-01-01","#NA",107849,"3827630040","10"
11964,107809,"3827630049","80","Other","2022-01-01","#NA",107849,"3827630040","10"
11965,107810,"3827630090","10","Other","2022-01-01","#NA",107707,"3827630000","80"
11966,107855,"3827630090","80","R417A (containing 50% of 1,1,1,2-tetrafluoroethane (HFC-134a), 46.6% of pentafluoroethane (HFC-125) and 3.4% of isobutane)","2022-01-01","#NA",107810,"3827630090","10"
11967,107971,"3827630099","80","Other","2022-01-01","#NA",107810,"3827630090","10"
11968,107708,"3827640000","80","Other, not included in the subheadings above, containing 30|% or more by mass of 1,1,1,2-tetrafluoroethane (HFC-134a) but not containing unsaturated fluorinated derivatives of acyclic hydrocarbons (HFOs)","2022-01-01","#NA",107704,"3827610000","10"
11969,107857,"3827640010","80","Containing only 1,1,1-trifluoroethane, pentafluoroethane and 1,1,1,2-tetrafluoroethane","2022-01-01","#NA",107708,"3827640000","80"
11970,107858,"3827640020","10","Containing only difluoromethane, pentafluoroethane and 1,1,1,2-tetrafluoroethane","2022-01-01","#NA",107708,"3827640000","80"
11971,107862,"3827640020","80","R407C (containing 52% of 1,1,1,2-tetrafluoroethane (HFC-134a), 25% of pentafluoroethane (HFC-125) and 23% of difluoromethane (HFC-32))","2022-01-01","#NA",107858,"3827640020","10"
11972,107865,"3827640021","80","R407F (containing 40% of 1,1,1,2-tetrafluoroethane (HFC-134a), 30% of difluoromethane (HFC-32) and 30% of pentafluoroethane (HFC-125))","2022-01-01","#NA",107858,"3827640020","10"
11973,107866,"3827640022","80","R407H (containing 52.5% of 1,1,1,2-tetrafluoroethane (HFC-134a), 32.5% of difluoromethane (HFC-32) and 15% of pentafluoroethane (HFC-125))","2022-01-01","#NA",107858,"3827640020","10"
11974,107787,"3827640029","80","Other","2022-01-01","#NA",107858,"3827640020","10"
11975,107789,"3827640090","80","Other","2022-01-01","#NA",107708,"3827640000","80"
11976,107709,"3827650000","80","Other, not included in the subheadings above, containing 20|% or more by mass of difluoromethane (HFC-32) and 20|% or more by mass of pentafluoroethane (HFC-125)","2022-01-01","#NA",107704,"3827610000","10"
11977,107867,"3827650010","80","Containing only difluoromethane, pentafluoroethane and 1,1,1,2-tetrafluoroethane","2022-01-01","#NA",107709,"3827650000","80"
11978,107868,"3827650020","10","Containing unsaturated hydrofluorocarbons","2022-01-01","#NA",107709,"3827650000","80"
11979,107869,"3827650020","80","R448A (containing 26% of difluoromethane (HFC-32), 26% of pentafluoroethane (HFC-125), 21% of 1,1,1,2-tetrafluoroethane (HFC-134a), 20% of 2,3,3,3-tetrafluoropropene (HFC-1234yf) and 7% of 1,3,3,3-tetrafluoropropene (HFC-1234ze)","2022-01-01","#NA",107868,"3827650020","10"
11980,107870,"3827650021","80","R449A (containing 25.7% of 1,1,1,2-tetrafluoroethane (HFC-134a), 25.3% of 2,3,3,3-tetrafluoropropene (HFC-1234yf), 24.7% of pentafluoroethane (HFC-125) and 24.3% of difluoromethane (HFC-32))","2022-01-01","#NA",107868,"3827650020","10"
11981,107779,"3827650029","80","Other","2022-01-01","#NA",107868,"3827650020","10"
11982,107780,"3827650090","80","Other","2022-01-01","#NA",107709,"3827650000","80"
11983,107710,"3827680000","80","Other, not included in the subheadings above, containing substances of subheadings 2903|41|to 2903|48","2022-01-01","#NA",107704,"3827610000","10"
11984,107871,"3827680010","80","R452B (containing 67% of difluoromethane (HFC-32), 26% of 2,3,3,3-tetrafluoropropene (HFC-1234yf) and 7% of pentafluoroethane (HFC-125)","2022-01-01","#NA",107710,"3827680000","80"
11985,107872,"3827680020","80","R455A (containing 75.5% of 2,3,3,3-tetrafluoropropene (HFC-1234yf), 21.5% of difluoromethane (HFC-32) and 3% of carbon dioxide)","2022-01-01","#NA",107710,"3827680000","80"
11986,107873,"3827680030","80","Containing only 1,1,1,3,3-pentafluorobutane (HFC-365mfc) and 1,1,1,2,3,3,3-heptafluoropropane (HFC-227ea)","2022-01-01","#NA",107710,"3827680000","80"
11987,107874,"3827680040","80","Containing only 1,1,1,3,3-pentafluorobutane (HFC-365mfc) and 1,1,1,3,3-pentafluoropropane (HFC-245fa)","2022-01-01","#NA",107710,"3827680000","80"
11988,108111,"3827680050","80","R450A (containing 58 % of 1,3,3,3-tetrafluoropropene (HFC-1234ze) and 42 % of 1,1,1,2-tetrafluoroethane (HFC-134a))","2024-04-21","#NA",107710,"3827680000","80"
11989,108112,"3827680060","80","R513A (containing 56 % of 2,3,3,3-tetrafluoropropene (HFC-1234yf) and 44 % of 1,1,1,2-tetrafluoroethane (HFC-134a))","2024-04-21","#NA",107710,"3827680000","80"
11990,107754,"3827680090","80","Other","2022-01-01","#NA",107710,"3827680000","80"
11991,107711,"3827690000","80","Other","2022-01-01","#NA",107704,"3827610000","10"
11992,109326,"3827690012","10","Containing unsaturated hydrofluorocarbons","2024-04-21","2026-01-01",107711,"3827690000","80"
11993,107878,"3827690012","80","R514A (containing 74.7% of 1,1,1,4,4,4-hexafluoro-2-butene (HFC-1336mzz) and 25.3% of trans-1,2-dichloro-ethylene)","2022-01-01","2026-01-01",109326,"3827690012","10"
11994,107752,"3827690019","80","Other","2022-01-01","2026-01-01",109326,"3827690012","10"
11995,107753,"3827690090","80","Other","2022-01-01","2026-01-01",107711,"3827690000","80"
11996,107712,"3827900000","80","Other","2022-01-01","#NA",107687,"3827000000","80"
11997,107748,"3827900010","80","Mixtures containing by weight:
- 60 % or more but not more than 90 % of 2-chloropropene (CAS RN 557-98-2),
- 8 % or more but not more than 14 % of (Z)-1-chloropropene (CAS RN 16136-84-8),
- 5 % or more but not more than 23 % of 2-chloropropane (CAS RN 75-29-6),
- not more than 6 % of 3-chloropropene (CAS RN 107-05-1), and
- not more than 1 % of ethyl chloride (CAS RN 75-00-3)","2022-01-01","#NA",107712,"3827900000","80"
11998,107749,"3827900090","80","Other","2022-01-01","#NA",107712,"3827900000","80"
11999,38659,"3900000000","80","PLASTICS AND ARTICLES THEREOF","1971-12-31","#NA","#NA","#NA","#NA"
12000,38660,"3901000000","10","I. PRIMARY FORMS","1972-01-01","#NA",38659,"3900000000","80"
12001,38661,"3901000000","80","Polymers of ethylene, in primary forms","1972-01-01","#NA",38660,"3901000000","10"
12002,38662,"3901100000","80","Polyethylene having a specific gravity of less than 0,94","1972-01-01","#NA",38661,"3901000000","80"
12003,38663,"3901101000","80","Linear polyethylene","1972-01-01","#NA",38662,"3901100000","80"
12004,98660,"3901101020","80","High flow linear low density polyethylene-1-butene / LLDPE (CAS RN 25087-34-7) in form of powder, with -a melt flow rate (MFR 190 °C/2,16 kg) of 16g/10min or more, but not more than 24 g/10 min and -a density (ASTM D 1505) of 0,922 g/cm³ or more, but not more than 0,926 g/cm³ and -a vicat softening temperature of min. 94 °C","2015-01-01","#NA",38663,"3901101000","80"
12005,108392,"3901101050","80","Copolymer of ethylene and 1-butene (CAS RN 25087-34-7) with: 
 
-a density (ASTM D 1505) of 0,924 g/cm³ or more but not more than 0,928 g/cm³,
 
-a melt flow rate (190 °C/2,16 kg) of 48 g/10 min or more but not more than 52 g/10 min, and
 
-a peak melting temperature of 120 °C or more but not more than 124 °C","2023-01-01","#NA",38663,"3901101000","80"
12006,108451,"3901101060","80","Copolymer of ethylene and 1-butene (CAS RN 25087-34-7) with: 
 
-a density (ASTM D 1505) of 0,922 g/cm³ or more but not more than 0,926 g/cm³ and
 
-a melt flow rate (190 °C/2,16 kg) of 18 g/10 min or more but not more than 22 g/10 min","2023-01-01","#NA",38663,"3901101000","80"
12007,98276,"3901101090","80","Other","2014-07-01","#NA",38663,"3901101000","80"
12008,38664,"3901109000","80","Other","1972-01-01","#NA",38662,"3901100000","80"
12009,93825,"3901109030","80","Polyethylene granules, containing by weight 10 % or more but not more than 25 % of copper","2012-01-01","#NA",38664,"3901109000","80"
12010,66001,"3901109090","80","Other","1997-01-01","#NA",38664,"3901109000","80"
12011,38667,"3901200000","80","Polyethylene having a specific gravity of 0,94|or more","1972-01-01","#NA",38661,"3901000000","80"
12012,65306,"3901201000","80","Polyethylene in one of the forms mentioned in note|6(b) to this chapter, of a specific gravity of 0,958|or more at 23|°C, containing:
                            -|50|mg/kg or less of aluminium,
                            -|2|mg/kg or less of calcium,
                            -|2|mg/kg or less of chromium,
                            -|2|mg/kg or less of iron,
                            -|2|mg/kg or less of nickel,
                            -|2|mg/kg or less of titanium and
                            -|8|mg/kg or less of vanadium,
                            for the manufacture of chlorosulphonated polyethylene","1997-01-01","#NA",38667,"3901200000","80"
12013,65307,"3901209000","80","Other","1997-01-01","#NA",38667,"3901200000","80"
12014,38672,"3901300000","80","Ethylene-vinyl acetate copolymers","1972-01-01","#NA",38661,"3901000000","80"
12015,38673,"3901300010","80","For cavity filling, for use in certain types of aircraft","1972-01-01","#NA",38672,"3901300000","80"
12016,109449,"3901300020","80","Copolymer of ethylene and vinyl acetate (CAS RN 24937-78-8) 

-containing by weight 28 % or more but not more than 49 % of vinyl acetate, 

-with a melt flow rate of less than 5g/10 min (190 °C/2.16 kg, ASTM D1238),

-in the form of pellets
","2025-01-01","#NA",38672,"3901300000","80"
12017,109450,"3901300030","80","Terpolymer of ethylene, vinyl acetate and methacrylic acid (CAS RN 26375-31-5)","2025-01-01","#NA",38672,"3901300000","80"
12018,93570,"3901300099","80","Other","2011-07-01","#NA",38672,"3901300000","80"
12019,102058,"3901400000","80","Ethylene-alpha-olefin copolymers, having a specific gravity of less than 0,94","2017-01-01","#NA",38661,"3901000000","80"
12020,104236,"3901400010","80","High flow linear low density polyethylene-1-butene / LLDPE (CAS RN 25087-34-7) in form of powder, with -a melt flow rate (MFR 190 °C/2,16 kg) of 16g/10 min or more, but not more than 24 g/10 min and -a density (ASTM D 1505) of 0,922 g/cm³ or more, but not more than 0,926 g/cm³ and -a vicat softening temperature of min. 94 °C","2019-01-01","#NA",102058,"3901400000","80"
12021,104235,"3901400030","80","Octene linear low-density polyethylene (LLDPE) produced by a Ziegler-Natta catalyst method in the form of pellets with:<br> <br><br><br>- more than 10 % but not more than 20 % by weight of copolymer,<br> <br><br><br>- a melt flow rate (MFR 190°C/2,16 kg) of 0,7 g / 10 min or more but not more than 0,9 g / 10 min, and<br> <br><br><br>- a density (ASTM D4703) of 0,911 g/cm³ or more, but not more than 0,913 g/cm³<br>for use in the co-extrusion processing of films for flexible food packaging","2019-01-01","#NA",102058,"3901400000","80"
12022,108393,"3901400050","80","Copolymer of ethylene and 1-butene (CAS RN 25087-34-7) with: 
 
-a density (ASTM D 1505) of 0,924 g/cm³ or more but not more than 0,928 g/cm³,
 
-a melt flow rate (190 °C/2,16 kg) of 48 g/10 min or more but not more than 52 g/10 min, and
 
-a peak melting temperature of 120 °C or more but not more than 124 °C","2023-01-01","#NA",102058,"3901400000","80"
12023,108452,"3901400060","80","Copolymer of ethylene and 1-butene (CAS RN 25087-34-7) with: 
 
-a density (ASTM D 1505) of 0,922 g/cm³ or more but not more than 0,926 g/cm³ and
 
-a melt flow rate (190 °C/2,16 kg) of 18 g/10 min or more but not more than 22 g/10 min","2023-01-01","#NA",102058,"3901400000","80"
12024,104234,"3901400090","80","Other","2019-01-01","#NA",102058,"3901400000","80"
12025,38675,"3901900000","80","Other","1972-01-01","#NA",38661,"3901000000","80"
12026,91714,"3901903000","80","Ionomer resin consisting of a salt of a terpolymer of ethylene with isobutyl acrylate and methacrylic acid; A-B-A block copolymer of polystyrene, ethylene-butylene copolymer and polystyrene, containing by weight 35 % or less of styrene, in one of the forms mentioned in note 6(b) to this chapter","2010-01-01","#NA",38675,"3901900000","80"
12027,102059,"3901908000","80","Other","2017-01-01","#NA",38675,"3901900000","80"
12028,102060,"3901908010","80","For cavity filling, for use in certain types of aircraft","2017-01-01","#NA",102059,"3901908000","80"
12029,104523,"3901908053","10","Other","2019-01-01","#NA",102059,"3901908000","80"
12030,102074,"3901908053","80","Copolymer of ethylene and acrylic acid (CAS RN 9010-77-9) with
 
-|an acrylic acid content of 18,5|% or more but not more than 49,5|% by weight (ASTM D4094), and
 
-|a melt flow rate of 10g/10|min (MFR 125|°C/2.16|kg, ASTM D1238) or more","2017-01-01","#NA",104523,"3901908053","10"
12031,102073,"3901908055","80","Zinc or sodium salt of an ethylene and acrylic acid copolymer, with:<br> <br><br><br>- an acrylic acid content of 6 % or more but not more than 50 % by weight, and<br> <br><br><br>- a melt flow rate of 1g/10 min or more at 190 °C/2.16 kg (measured using ASTM D1238)<br>","2017-01-01","#NA",104523,"3901908053","10"
12032,102069,"3901908067","80","Copolymer made exclusively from ethylene and methacrylic acid monomers in which the methacrylic acid content is 11 % by weight or more","2017-01-01","#NA",104523,"3901908053","10"
12033,102637,"3901908073","80","Mixture containing by weight<br> <br><br><br>- 80 % or more, but not more than 94 % of chlorinated polyethylene (CAS RN 64754-90-1) and<br> <br><br><br>- 6 % or more, but not more than 20 % of styrene-acrylic copolymer (CAS RN 27136-15-8)<br>","2017-01-01","#NA",104523,"3901908053","10"
12034,109451,"3901908075","80","Terpolymer of ethylene, isobutyl acrylate and methacrylic acid (CAS RN 37433-35-5), in the form of pellets","2025-01-01","#NA",104523,"3901908053","10"
12035,109452,"3901908085","80","Terpolymer of ethylene, n-butyl acrylate and carbon monoxide (CAS RN 61843-70-7) in the form of pellets","2025-01-01","#NA",104523,"3901908053","10"
12036,102066,"3901908091","80","Ionomer resin consisting of a salt of a copolymer of ethylene with methacrylic acid","2017-01-01","#NA",104523,"3901908053","10"
12037,102065,"3901908092","80","Chlorosulphonated polyethylene","2017-01-01","#NA",104523,"3901908053","10"
12038,102064,"3901908093","80","Copolymer of ethylene, vinyl acetate and carbon monoxide, for use as a plasticizer in the manufacture of roof sheets","2017-01-01","#NA",104523,"3901908053","10"
12039,102063,"3901908094","80","Mixtures of A-B block copolymer of polystyrene and ethylene-butylene copolymer and A-B-A block copolymer of polystyrene, ethylene-butylene copolymer and polystyrene, containing by weight not more than 35 % of styrene","2017-01-01","#NA",104523,"3901908053","10"
12040,102062,"3901908097","80","Chlorinated polyethylene, in the form of powder","2017-01-01","#NA",104523,"3901908053","10"
12041,102061,"3901908099","80","Other","2017-01-01","#NA",104523,"3901908053","10"
12042,38687,"3902000000","80","Polymers of propylene or of other olefins, in primary forms","1972-01-01","#NA",38660,"3901000000","10"
12043,38688,"3902100000","80","Polypropylene","1972-01-01","#NA",38687,"3902000000","80"
12044,69358,"3902100020","80","Polypropylene, containing no plasticiser,<br> <br><br><br>- of a melting point of more than 150 °C (as determined by the ASTM D 3417 method),<br> <br><br><br>- of a heat of fusion of 15 J/g or more but not more than 70 J/g,<br> <br><br><br>- of an elongation at break of 1 000 % or more (as determined by the ASTM D 638 method),<br> <br><br><br>- of a tensile modulus of 69 MPa or more but not more than 379 MPa (as determined by the ASTM D 638 method)<br>","1998-01-01","#NA",38688,"3902100000","80"
12045,69319,"3902100090","80","Other","1998-01-01","#NA",38688,"3902100000","80"
12046,38689,"3902200000","80","Polyisobutylene","1972-01-01","#NA",38687,"3902000000","80"
12047,91145,"3902200020","80","Hydrogenated polyisobutene, in liquid form","2009-07-01","#NA",38689,"3902200000","80"
12048,79291,"3902200090","80","Other","2004-01-01","#NA",38689,"3902200000","80"
12049,38690,"3902300000","80","Propylene copolymers","1972-01-01","#NA",38687,"3902000000","80"
12050,38691,"3902300010","80","For cavity filling, for use in certain types of aircraft","1972-01-01","#NA",38690,"3902300000","80"
12051,106142,"3902300020","10","Other","2021-07-01","#NA",38690,"3902300000","80"
12052,106143,"3902300020","80","Hydrogenated block copolymer of styrene and isoprene (CAS RN 68648-89-5), containing by weight less than 37 % of styrene","2021-07-01","#NA",106142,"3902300020","10"
12053,106388,"3902300030","80","Hydrogenated copolymer of styrene, isoprene and butadiene, containing by weight 28 % or more, but not more than 55 % of propylene","2022-01-01","#NA",106142,"3902300020","10"
12054,93826,"3902300095","80","A-B-A block copolymer, consisting of: <br><br><br>- a copolymer of propylene and ethylene and <br> <br><br><br>- 21 % (± 3 %) by weight of polystyrene","2012-01-01","#NA",106142,"3902300020","10"
12055,93827,"3902300097","80","Liquid ethylene-propylene-copolymer with: <br><br><br>- a flashpoint of 250 °C or more, <br> <br><br><br>- a viscosity index of 150 or more, <br> <br><br><br>- of a number average molecular weight (M<sub>n</sub>) of 650 or more","2012-01-01","#NA",106142,"3902300020","10"
12056,65973,"3902300099","80","Other","1997-01-01","#NA",106142,"3902300020","10"
12057,38693,"3902900000","80","Other","1972-01-01","#NA",38687,"3902000000","80"
12058,65320,"3902901000","80","A-B-A block copolymer of polystyrene, ethylene-butylene copolymer and polystyrene, containing by weight 35 % or less of styrene, in one of the forms mentioned in note 6(b) to this chapter","1997-01-01","#NA",38693,"3902900000","80"
12059,65321,"3902902000","80","Polybut-1-ene, a copolymer of but-1-ene with ethylene containing by weight 10 % or less of ethylene, or a blend of polybut-1-ene with polyethylene and/or polypropylene containing by weight 10 % or less of polyethylene and/or 25 % or less of polypropylene, in one of the forms mentioned in note 6(b) to this chapter","1997-01-01","#NA",38693,"3902900000","80"
12060,65322,"3902909000","80","Other","1997-01-01","#NA",38693,"3902900000","80"
12061,65323,"3902909010","80","For cavity filling, for use in certain types of aircraft","1997-01-01","#NA",65322,"3902909000","80"
12062,109803,"3902909060","10","Other","2025-01-08","#NA",65322,"3902909000","80"
12063,92702,"3902909060","80","Non-hydrogenated 100 % aliphatic resin (polymer), with the following characteristics:<br> <br><br><br>- liquid at room temperature<br> <br><br><br>- obtained by cationic polymerisation of C-5 alkenes monomers<br> <br><br><br>- with a number average molecular weight (Mn) of 370 (± 50)<br> <br><br><br>- with a weight average molecular weight (Mw) of 500 (± 100)<br>","2010-07-01","#NA",109803,"3902909060","10"
12064,105606,"3902909065","80","Brominated butadiene-styrene copolymer (CAS RN 1195978-93-8) with a bromine content of 60 % by weight or more but not more than 68 %, in forms as defined in Note 6 (b) to Chapter 39","2021-01-01","#NA",109803,"3902909060","10"
12065,106410,"3902909070","80","Synthetic poly-alpha-olefin with a viscosity of 3 or more but not more than 9 centistokes (measured at 100 ° Celsius according to the ASTM D 445 method), obtained by polymerization of dodecene with or without:

-not more than 40 % by weight of tetradecene and/or

-not more than 2 % by weight decene and/or

-not more than 2 % by weight of hexadecene","2022-01-01","#NA",109803,"3902909060","10"
12066,82332,"3902909094","80","Chlorinated polyolefins, whether or not in a solution or dispersion","2006-01-01","#NA",109803,"3902909060","10"
12067,65328,"3902909099","80","Other","1997-01-01","#NA",109803,"3902909060","10"
12068,38704,"3903000000","80","Polymers of styrene, in primary forms","1972-01-01","#NA",38660,"3901000000","10"
12069,38705,"3903110000","10","Polystyrene","1972-01-01","#NA",38704,"3903000000","80"
12070,38706,"3903110000","80","Expansible","1972-01-01","#NA",38705,"3903110000","10"
12071,38707,"3903190000","80","Other","1972-01-01","#NA",38705,"3903110000","10"
12072,99412,"3903190040","80","Crystalline polystyrene with:<br> <br><br><br>- a melting point of 268 °C or more but not more than 272 °C<br> <br><br><br>- a setting point of 232 °C or more but not more than 247 °C,<br> <br><br><br>- whether or not containing additives and filling material<br>","2015-07-01","#NA",38707,"3903190000","80"
12073,62817,"3903190090","80","Other","1996-01-01","#NA",38707,"3903190000","80"
12074,38708,"3903200000","80","Styrene-acrylonitrile (SAN) copolymers","1972-01-01","#NA",38704,"3903000000","80"
12075,38709,"3903300000","80","Acrylonitrile-butadiene-styrene (ABS) copolymers","1972-01-01","#NA",38704,"3903000000","80"
12076,38710,"3903900000","80","Other","1972-01-01","#NA",38704,"3903000000","80"
12077,65329,"3903901000","80","Copolymer, solely of styrene with allyl alcohol, of an acetyl value of 175 or more","1997-01-01","#NA",38710,"3903900000","80"
12078,65330,"3903902000","80","Brominated polystyrene, containing by weight 58 % or more but not more than 71 % of bromine, in one of the forms mentioned in note 6(b) to this chapter","1997-01-01","#NA",38710,"3903900000","80"
12079,65331,"3903909000","80","Other","1997-01-01","#NA",38710,"3903900000","80"
12080,93830,"3903909020","80","Copolymer in the form of granules containing by weight:<br> <br><br><br>- 83 ± 3 % styrene,<br> <br><br><br>- 7 ± 2 % n-butyl acrylate,<br> <br><br><br>- 9 ± 2 % n-butyl methacrylate and<br> <br><br><br>- 0,01 % or more but not more than 1 % of polyolefinic wax<br>","2012-01-01","#NA",65331,"3903909000","80"
12081,65337,"3903909035","80","Copolymer of _α_-methylstyrene and styrene, having a softening point exceeding 113 ºC","1997-01-01","#NA",65331,"3903909000","80"
12082,104003,"3903909038","80","Polytetrafluoroethylene (CAS RN 9002-84-0) encapsulated with an acrylonitrile-styrene copolymer (CAS RN 9003-54-7), with a content by weight of each polymer of 50 % (± 1 %)","2018-07-01","#NA",65331,"3903909000","80"
12083,108394,"3903909043","80","Mixture of polymers consisting by weight of:
 
-10 % or more but not more than 30 % of a styrene-ethylene-butylene-styrene block copolymer (CAS RN 66070-58-4),
 
-25 % or more but not more than 45 % of mineral oil (CAS RN 8042-47-5),
 
-25 % or more but not more than 45 % of calcium carbonate (CAS RN 1317-65-3),
 
-10 % or more but not more than 20 % of polypropylene (CAS RN 9003-07-0), and
 
-1 % or more but not more than 3 % of a copolymer of α-methylstyrene and vinyltoluene (CAS RN 9017-27-0)","2023-01-01","#NA",65331,"3903909000","80"
12084,96286,"3903909060","80","Copolymer of styrene with maleic anhydride, either partially esterified or completely chemically modified, in flake or powder form

","2012-07-01","#NA",65331,"3903909000","80"
12085,99755,"3903909065","80","Copolymer of Styrene with 2, 5-Furandione and (1-methylethyl)benzene in the form of flakes or powder (CAS RN 26762-29-8)","2016-01-01","#NA",65331,"3903909000","80"
12086,100089,"3903909070","80","Copolymer in the form of granules containing by weight:<br> <br><br><br>- 75 % (± 7 %) styrene and<br> <br><br><br>- 25 % (± 7 %) methylmethacrylate<br>","2016-07-01","#NA",65331,"3903909000","80"
12087,90755,"3903909086","80","Mixture containing by weight:
-	45% or more but not more than 65% of polymers of styrene,
-	30% or more but not more than 45% of poly(phenylene ether), and
-	not more than 11% of additives","2009-01-01","#NA",65331,"3903909000","80"
12088,65338,"3903909090","80","Other","1997-01-01","#NA",65331,"3903909000","80"
12089,38720,"3904000000","80","Polymers of vinyl chloride or of other halogenated olefins, in primary forms","1972-01-01","#NA",38660,"3901000000","10"
12090,38721,"3904100000","80","Poly(vinyl chloride), not mixed with any other substances","1972-01-01","#NA",38720,"3904000000","80"
12091,109036,"3904100015","10","In the form of granules, for use in certain types of aircraft","2023-11-15","#NA",38721,"3904100000","80"
12092,109034,"3904100015","80","Suspension polyvinylchloride (‘S-PVC’), not mixed with any other substance","2023-11-15","#NA",109036,"3904100015","10"
12093,109037,"3904100025","80","Other","2023-11-15","#NA",109036,"3904100015","10"
12094,109047,"3904100080","10","Other","2023-11-15","#NA",38721,"3904100000","80"
12095,109035,"3904100080","80","Suspension polyvinylchloride (‘S-PVC’), not mixed with any other substance","2023-11-15","#NA",109047,"3904100080","10"
12096,109038,"3904100085","80","Other","2023-11-15","#NA",109047,"3904100080","10"
12097,38724,"3904210000","10","Other poly(vinyl chloride)","1972-01-01","#NA",38720,"3904000000","80"
12098,38725,"3904210000","80","Non-plasticised","1972-01-01","#NA",38724,"3904210000","10"
12099,38726,"3904210010","80","In the form of granules, for use in certain types of aircraft","1972-01-01","#NA",38725,"3904210000","80"
12100,38727,"3904210090","80","Other","1972-01-01","#NA",38725,"3904210000","80"
